,name,smiles,inchi
166,C1313NO3,O=CCCC(CO)(O[N+](=O)[O-])C1CC(C)(C)C1CC=O,"InChI=1S/C13H21NO6/c1-12(2)8-11(10(12)4-7-16)13(9-17,5-3-6-15)20-14(18)19/h6-7,10-11,17H,3-5,8-9H2,1-2H3"
167,HEXBOH,CCCCC(C)O,"InChI=1S/C6H14O/c1-3-4-5-6(2)7/h6-7H,3-5H2,1-2H3"
168,M3HEXAO2,CCC(C)CC(C)O[O],"InChI=1S/C7H15O2/c1-4-6(2)5-7(3)9-8/h6-7H,4-5H2,1-3H3"
169,ETOHOCHO,OCCOC=O,"InChI=1S/C3H6O3/c4-1-2-6-3-5/h3-4H,1-2H2"
170,C51CO2H,OC(=O)CC(C)C(=O)C,"InChI=1S/C6H10O3/c1-4(5(2)7)3-6(8)9/h4H,3H2,1-2H3,(H,8,9)"
171,C117NO3,OCCC(=O)C1(O[N+](=O)[O-])CC(C)(C)C1CC=O,"InChI=1S/C11H17NO6/c1-10(2)7-11(18-12(16)17,8(10)3-5-13)9(15)4-6-14/h5,8,14H,3-4,6-7H2,1-2H3"
172,C112O,CCCCCCC(O)CC(=O)C(C)[O],"InChI=1S/C11H21O3/c1-3-4-5-6-7-10(13)8-11(14)9(2)12/h9-10,13H,3-8H2,1-2H3"
173,BCALBCO,O=CCCC(=C)C1CC(C)(C)C1CCC(=O)C=O,"InChI=1S/C15H22O3/c1-11(5-4-8-16)13-9-15(2,3)14(13)7-6-12(18)10-17/h8,10,13-14H,1,4-7,9H2,2-3H3"
174,IPBZMUCOH,O=CC1OC1C(O)C(O)C(=O)C(C)C,"InChI=1S/C9H14O5/c1-4(2)6(11)7(12)8(13)9-5(3-10)14-9/h3-5,7-9,12-13H,1-2H3"
175,C9M2CO6OH,CCC(=O)C=C(C)C(O)C(=O)CC,"InChI=1S/C10H16O3/c1-4-8(11)6-7(3)10(13)9(12)5-2/h6,10,13H,4-5H2,1-3H3"
176,H3M3C5NO3,CCC(C)(O)CCON(=O)=O,"InChI=1S/C6H13NO4/c1-3-6(2,8)4-5-11-7(9)10/h8H,3-5H2,1-2H3"
177,C152OOH,O=CCCC(CO)(OO)C1CC(C)(C)C1CCC(=O)OC,"InChI=1S/C15H26O6/c1-14(2)9-12(11(14)5-6-13(18)20-3)15(10-17,21-19)7-4-8-16/h8,11-12,17,19H,4-7,9-10H2,1-3H3"
178,CO235C6CHO,O=CCC(=O)CC(=O)C(=O)C,"InChI=1S/C7H8O4/c1-5(9)7(11)4-6(10)2-3-8/h3H,2,4H2,1H3"
179,NPHENO,O=N(=O)OC1C2OOC1C([O])(O)C=C2,"InChI=1S/C6H6NO7/c8-6(9)2-1-3-4(12-7(10)11)5(6)14-13-3/h1-5,8H"
180,C3PAN2,O=CCC(=O)OON(=O)=O,"InChI=1S/C3H3NO6/c5-2-1-3(6)9-10-4(7)8/h2H,1H2"
181,C3PAN1,OCCC(=O)OON(=O)=O,"InChI=1S/C3H5NO6/c5-2-1-3(6)9-10-4(7)8/h5H,1-2H2"
182,IPBZMUCO2,O=CC1OC1C(O)C(O[O])C(=O)C(C)C,"InChI=1S/C9H13O6/c1-4(2)6(11)9(15-13)7(12)8-5(3-10)14-8/h3-5,7-9,12H,1-2H3"
183,NBUTOLBO,OCCC(C)[O],"InChI=1S/C4H9O2/c1-4(6)2-3-5/h4-5H,2-3H2,1H3"
184,HO13C3CO3H,OCCC(O)C(=O)OO,"InChI=1S/C4H8O5/c5-2-1-3(6)4(7)9-8/h3,5-6,8H,1-2H2"
185,PE1ENEBO2,CCCC(O)CO[O],"InChI=1S/C5H11O3/c1-2-3-5(6)4-8-7/h5-6H,2-4H2,1H3"
186,C82OOH,CCC(=O)CC(OO)C(O)CC,"InChI=1S/C8H16O4/c1-3-6(9)5-8(12-11)7(10)4-2/h7-8,10-11H,3-5H2,1-2H3"
187,HEXBO2,CC(CCCC)O[O],"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h6H,3-5H2,1-2H3"
188,M3HEXAOH,CCC(C)CC(C)O,"InChI=1S/C7H16O/c1-4-6(2)5-7(3)8/h6-8H,4-5H2,1-3H3"
189,C716OOH,O=CCC(=O)CC(OO)C(=O)C,"InChI=1S/C7H10O5/c1-5(9)7(12-11)4-6(10)2-3-8/h3,7,11H,2,4H2,1H3"
190,HMVKBO,CC(=O)C([O])CO,"InChI=1S/C4H7O3/c1-3(6)4(7)2-5/h4-5H,2H2,1H3"
191,C83COOHOOH,CCCC(=O)C(OO)C(O)C(=O)C=O,"InChI=1S/C8H12O6/c1-2-3-5(10)8(14-13)7(12)6(11)4-9/h4,7-8,12-13H,2-3H2,1H3"
192,CH3NO3,CON(=O)=O,InChI=1S/CH3NO3/c1-5-2(3)4/h1H3
193,EPXMC4DIAL,O=CC1OC1(C)C=O,"InChI=1S/C5H6O3/c1-5(3-7)4(2-6)8-5/h2-4H,1H3"
194,MTBEBOH,OCC(C)(C)OC,"InChI=1S/C5H12O2/c1-5(2,4-6)7-3/h6H,4H2,1-3H3"
195,HMVKANO3,O=N(=O)OCC(O)C(=O)C,"InChI=1S/C4H7NO5/c1-3(6)4(7)2-10-5(8)9/h4,7H,2H2,1H3"
196,CO2OH3MPAN,O=N(=O)OOC(=O)C(C)(O)C(=O)C,"InChI=1S/C5H7NO7/c1-3(7)5(2,9)4(8)12-13-6(10)11/h9H,1-2H3"
197,NC4IPDCO2,O=CC(=C(C(C)C)C(=O)[O])N(=O)=O,"InChI=1S/C7H8NO5/c1-4(2)6(7(10)11)5(3-9)8(12)13/h3-4H,1-2H3"
198,HOACETETO2,[O]OC(C)OC(=O)CO,"InChI=1S/C4H7O5/c1-3(9-7)8-4(6)2-5/h3,5H,2H2,1H3"
199,C151OH,OCC(O)(CCC(=O)O)C1CC(C)(C)C1CCC(=O)C,"InChI=1S/C15H26O5/c1-10(17)4-5-11-12(8-14(11,2)3)15(20,9-16)7-6-13(18)19/h11-12,16,20H,4-9H2,1-3H3,(H,18,19)"
200,C151O2,OCC(O[O])(CCC(=O)O)C1CC(C)(C)C1CCC(=O)C,"InChI=1S/C15H25O6/c1-10(17)4-5-11-12(8-14(11,2)3)15(9-16,21-20)7-6-13(18)19/h11-12,16H,4-9H2,1-3H3,(H,18,19)"
201,ISOPCO2,[O]OC/C(=C/CO)/C,"InChI=1S/C5H9O3/c1-5(2-3-6)4-8-7/h2,6H,3-4H2,1H3/b5-2+"
202,NC4OHCO3,[O]OC(=O)C(ON(=O)=O)C(C)(C)O,"InChI=1S/C5H8NO7/c1-5(2,8)3(4(7)13-11)12-6(9)10/h3,8H,1-2H3"
203,C629OOH,OCCC(OO)(C=O)C(=O)C,"InChI=1S/C6H10O5/c1-5(9)6(4-8,11-10)2-3-7/h4,7,10H,2-3H2,1H3"
204,BPINBO2,[O]OCC1(O)CCC2CC1C2(C)C,"InChI=1S/C10H17O3/c1-9(2)7-3-4-10(11,6-13-12)8(9)5-7/h7-8,11H,3-6H2,1-2H3"
205,MIBKCOOHO2,CC(O)(CO[O])C(=O)C(=O)C,"InChI=1S/C6H9O5/c1-4(7)5(8)6(2,9)3-11-10/h9H,3H2,1-2H3"
206,H2M2C4CO2H,OC(=O)CCC(C)(C)O,"InChI=1S/C6H12O3/c1-6(2,9)4-3-5(7)8/h9H,3-4H2,1-2H3,(H,7,8)"
207,C134O,OCCC(=O)C(=O)C([O])C(C)(C)C(=O)CCC(=O)C,"InChI=1S/C13H19O6/c1-8(15)4-5-10(17)13(2,3)12(19)11(18)9(16)6-7-14/h12,14H,4-7H2,1-3H3"
208,C817CO3,[O]OC(=O)CC(CCC(=O)C)C(=O)C,"InChI=1S/C9H13O5/c1-6(10)3-4-8(7(2)11)5-9(12)14-13/h8H,3-5H2,1-2H3"
209,MTBEBO2,[O]OCC(C)(C)OC,"InChI=1S/C5H11O3/c1-5(2,7-3)4-8-6/h4H2,1-3H3"
210,C917O,O=C1CCC(=O)C(C1)C(C)(C)[O],"InChI=1S/C9H13O3/c1-9(2,12)7-5-6(10)3-4-8(7)11/h7H,3-5H2,1-2H3"
211,ACPRONEOH,CC(=O)OC(O)C(=O)C,"InChI=1S/C5H8O4/c1-3(6)5(8)9-4(2)7/h5,8H,1-2H3"
212,DMC,COC(=O)OC,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3
213,C920CO3H,OOC(=O)CC1CC(C(=O)CO)C1(C)C,"InChI=1S/C10H16O5/c1-10(2)6(4-9(13)15-14)3-7(10)8(12)5-11/h6-7,11,14H,3-5H2,1-2H3"
214,LIMCOH,OCC(C)(O)C1CCC(=CC1)C,"InChI=1S/C10H18O2/c1-8-3-5-9(6-4-8)10(2,12)7-11/h3,9,11-12H,4-7H2,1-2H3"
215,IPRBQONE,O=C1C=CC(=O)C(=C1)C(C)C,"InChI=1S/C9H10O2/c1-6(2)8-5-7(10)3-4-9(8)11/h3-6H,1-2H3"
216,MO2EOLB2OH,OCOCCO,"InChI=1S/C3H8O3/c4-1-2-6-3-5/h4-5H,1-3H2"
217,C7M3CO,CC(=O)C=C(C)C(=O)C(=O)C,"InChI=1S/C8H10O3/c1-5(4-6(2)9)8(11)7(3)10/h4H,1-3H3"
218,DMM,COCOC,"InChI=1S/C3H8O2/c1-4-3-5-2/h3H2,1-2H3"
219,DMS,CSC,InChI=1S/C2H6S/c1-3-2/h1-2H3
220,C6PAN20,O=N(=O)OOC(=O)CC(O)C(C)C,"InChI=1S/C6H11NO6/c1-4(2)5(8)3-6(9)12-13-7(10)11/h4-5,8H,3H2,1-2H3"
221,C71O2,CCC(O)CC(=O)C(C)O[O],"InChI=1S/C7H13O4/c1-3-6(8)4-7(9)5(2)11-10/h5-6,8H,3-4H2,1-2H3"
222,PXYFUOOH,OOC1(C)C(O)COC1=O,"InChI=1S/C5H8O5/c1-5(10-8)3(6)2-9-4(5)7/h3,6,8H,2H2,1H3"
223,C735OOA,O=CCC(CC=O)C(=[O+][O-])C,"InChI=1S/C7H10O4/c1-6(11-10)7(2-4-8)3-5-9/h4-5,7H,2-3H2,1H3"
224,MO2EOLBO,[O]COCCO,"InChI=1S/C3H7O3/c4-1-2-6-3-5/h4H,1-3H2"
225,C735OOH,O=CCC(OO)(CC=O)C(=O)C,"InChI=1S/C7H10O5/c1-6(10)7(12-11,2-4-8)3-5-9/h4-5,11H,2-3H2,1H3"
226,ACPRONEO2,[O]OC(OC(=O)C)C(=O)C,"InChI=1S/C5H7O5/c1-3(6)5(10-8)9-4(2)7/h5H,1-2H3"
227,CATEC1O,[O]c1ccccc1O,"InChI=1S/C6H5O2/c7-5-3-1-2-4-6(5)8/h1-4,7H"
228,LIMCO2,OCC(C)(O[O])C1CCC(=CC1)C,"InChI=1S/C10H17O3/c1-8-3-5-9(6-4-8)10(2,7-11)13-12/h3,9,11H,4-7H2,1-2H3"
229,C8M2CO6OH,CCC(=O)C=C(C)C(O)C(=O)C,"InChI=1S/C9H14O3/c1-4-8(11)5-6(2)9(12)7(3)10/h5,9,12H,4H2,1-3H3"
230,TM123BO,[O]Cc1cccc(C)c1C,"InChI=1S/C9H11O/c1-7-4-3-5-9(6-10)8(7)2/h3-5H,6H2,1-2H3"
231,PETCATECH,CCc1ccc(C)c(O)c1O,"InChI=1S/C9H12O2/c1-3-7-5-4-6(2)8(10)9(7)11/h4-5,10-11H,3H2,1-2H3"
232,CO25C6CO2H,CC(=O)CCC(=O)CC(=O)O,"InChI=1S/C7H10O4/c1-5(8)2-3-6(9)4-7(10)11/h2-4H2,1H3,(H,10,11)"
233,NDNT124LO,O=N(=O)OC1(C)C2(OOC1(C)C([O])(O)C(=C2C)N(=O)=O)N(=O)=O,"InChI=1S/C9H10N3O11/c1-4-5(10(15)16)9(13,14)7(3)6(2,21-12(19)20)8(4,11(17)18)23-22-7/h13H,1-3H3"
234,PETLMUCO2H,CC1(OC1C(=O)O)C=CC(=O)CC,"InChI=1S/C9H12O4/c1-3-6(10)4-5-9(2)7(13-9)8(11)12/h4-5,7H,3H2,1-2H3,(H,11,12)"
235,C88PAN,O=N(=O)OOC(=O)C1C(=O)CCC(=O)C1(C)C,"InChI=1S/C9H11NO7/c1-9(2)6(12)4-3-5(11)7(9)8(13)16-17-10(14)15/h7H,3-4H2,1-2H3"
236,BIACETO,CC(=O)C(=O)C[O],"InChI=1S/C4H5O3/c1-3(6)4(7)2-5/h2H2,1H3"
237,ACEC2CHO,O=CCCOC(=O)C,"InChI=1S/C5H8O3/c1-5(7)8-4-2-3-6/h3H,2,4H2,1H3"
238,C822PAN,O=CCC(CCC(=O)OO[N+](=O)[O-])C(=C)C,"InChI=1S/C9H13NO6/c1-7(2)8(5-6-11)3-4-9(12)15-16-10(13)14/h6,8H,1,3-5H2,2H3"
239,C89NO3,O=CCC1CC(ON(=O)=O)C1(C)C,"InChI=1S/C8H13NO4/c1-8(2)6(3-4-10)5-7(8)13-9(11)12/h4,6-7H,3,5H2,1-2H3"
240,C720OH,CC1=CCC(O)CC1O,"InChI=1S/C7H12O2/c1-5-2-3-6(8)4-7(5)9/h2,6-9H,3-4H2,1H3"
241,C121OOH,CCCCCCCC(OO)CC(=O)CC,"InChI=1S/C12H24O3/c1-3-5-6-7-8-9-12(15-14)10-11(13)4-2/h12,14H,3-10H2,1-2H3"
242,BCALBOOH,O=CCCC(=C)C1CC(C)(C)C1CCC(=O)COO,"InChI=1S/C15H24O4/c1-11(5-4-8-16)13-9-15(2,3)14(13)7-6-12(17)10-19-18/h8,13-14,18H,1,4-7,9-10H2,2-3H3"
243,C5MDICARB,O=CC(=CC(=O)C)C,"InChI=1S/C6H8O2/c1-5(4-7)3-6(2)8/h3-4H,1-2H3"
244,C720O2,[O]OC1CC=C(C)C(O)C1,"InChI=1S/C7H11O3/c1-5-2-3-6(10-9)4-7(5)8/h2,6-8H,3-4H2,1H3"
245,MCATECHOL,Oc1c(C)cccc1O,"InChI=1S/C7H8O2/c1-5-3-2-4-6(8)7(5)9/h2-4,8-9H,1H3"
246,C1011CO3H,OOC(=O)C1CC(C)(C)C1CCC(=O)C,"InChI=1S/C11H18O4/c1-7(12)4-5-9-8(10(13)15-14)6-11(9,2)3/h8-9,14H,4-6H2,1-3H3"
247,C617PAN,O=CC(C)(C)C(=O)CC(=O)OON(=O)=O,"InChI=1S/C7H9NO7/c1-7(2,4-9)5(10)3-6(11)14-15-8(12)13/h4H,3H2,1-2H3"
248,PENT1ENE,CCCC=C,"InChI=1S/C5H10/c1-3-5-4-2/h3H,1,4-5H2,2H3"
249,PGAOOB,[O-][O+]=CCOO,"InChI=1S/C2H4O4/c3-5-1-2-6-4/h1,4H,2H2"
250,LIMALACO,O=CCC(CC(=O)C(=O)C)C(=C)C,"InChI=1S/C10H14O3/c1-7(2)9(4-5-11)6-10(13)8(3)12/h5,9H,1,4,6H2,2-3H3"
251,C8M2CO6O2,[O]OC(C(=O)C)C(=CC(=O)CC)C,"InChI=1S/C9H13O4/c1-4-8(11)5-6(2)9(13-12)7(3)10/h5,9H,4H2,1-3H3"
252,MOCOCH2OOH,OOCC(=O)OC,"InChI=1S/C3H6O4/c1-6-3(4)2-7-5/h5H,2H2,1H3"
253,HO1C5OOH,OCCCC(C)OO,"InChI=1S/C5H12O3/c1-5(8-7)3-2-4-6/h5-7H,2-4H2,1H3"
254,NC623O,OCC(C=O)C(C)([O])CO[N+](=O)[O-],"InChI=1S/C6H10NO6/c1-6(10,4-13-7(11)12)5(2-8)3-9/h2,5,9H,3-4H2,1H3"
255,LIMBOOH,OOC1CC(CCC1(C)O)C(=C)C,"InChI=1S/C10H18O3/c1-7(2)8-4-5-10(3,11)9(6-8)13-12/h8-9,11-12H,1,4-6H2,2-3H3"
256,CH3SCH2O,CSC[O],"InChI=1S/C2H5OS/c1-4-2-3/h2H2,1H3"
257,CHOC4CO3H,O=CCCCCC(=O)OO,"InChI=1S/C6H10O4/c7-5-3-1-2-4-6(8)10-9/h5,9H,1-4H2"
258,C733OOH,OCCC(C(=O)C)C(OO)C=O,"InChI=1S/C7H12O5/c1-5(10)6(2-3-8)7(4-9)12-11/h4,6-8,11H,2-3H2,1H3"
259,C78O2,[O]OC(CC(C)(C)O)C(=O)C,"InChI=1S/C7H13O4/c1-5(8)6(11-10)4-7(2,3)9/h6,9H,4H2,1-3H3"
260,C815CO2OOH,CCCC(=O)C=CC(OO)C=O,"InChI=1S/C8H12O4/c1-2-3-7(10)4-5-8(6-9)12-11/h4-6,8,11H,2-3H2,1H3"
261,MC3CODBCO3,CC(=CC=O)C(=O)O[O],"InChI=1S/C5H5O4/c1-4(2-3-6)5(7)9-8/h2-3H,1H3"
262,MC3CODBCO2,O=CC=C(C)C(=O)[O],"InChI=1S/C5H5O3/c1-4(2-3-6)5(7)8/h2-3H,1H3"
263,H2M3C4O,[O]CC(C)C(C)O,"InChI=1S/C5H11O2/c1-4(3-6)5(2)7/h4-5,7H,3H2,1-2H3"
264,C42O,O=CC(O)C([O])CON(=O)=O,"InChI=1S/C4H6NO6/c6-1-3(7)4(8)2-11-5(9)10/h1,3-4,7H,2H2"
265,C918CO3H,OOC(=O)C1(O)CCC2CC1C2(C)C,"InChI=1S/C10H16O4/c1-9(2)6-3-4-10(12,7(9)5-6)8(11)14-13/h6-7,12-13H,3-5H2,1-2H3"
266,DM23BU2ENE,CC(=C(C)C)C,InChI=1S/C6H12/c1-5(2)6(3)4/h1-4H3
267,ETBEANO3,CCOC(C)(C)CON(=O)=O,"InChI=1S/C6H13NO4/c1-4-10-6(2,3)5-11-7(8)9/h4-5H2,1-3H3"
268,HO2C6OOH,OOC(C)CCC(C)O,"InChI=1S/C6H14O3/c1-5(7)3-4-6(2)9-8/h5-8H,3-4H2,1-2H3"
269,C78OH,CC(=O)C(O)CC(C)(C)O,"InChI=1S/C7H14O3/c1-5(8)6(9)4-7(2,3)10/h6,9-10H,4H2,1-3H3"
270,NOPINCO,O=C1CCC2([O])CC1C2(C)C,"InChI=1S/C9H13O2/c1-8(2)6-5-9(8,11)4-3-7(6)10/h6H,3-5H2,1-2H3"
271,DNPHEN,O=N(=O)c1ccc(O)c(c1)N(=O)=O,"InChI=1S/C6H4N2O5/c9-6-2-1-4(7(10)11)3-5(6)8(12)13/h1-3,9H"
272,TM135BPNO3,O=N(=O)OC1C(=CC2(C)OOC1(C)C2O)C,"InChI=1S/C9H13NO6/c1-5-4-8(2)7(11)9(3,16-15-8)6(5)14-10(12)13/h4,6-7,11H,1-3H3"
273,MIBKAOH3CO,CC(=O)C(=O)C(C)(C)O,"InChI=1S/C6H10O3/c1-4(7)5(8)6(2,3)9/h9H,1-3H3"
274,MXYBIPERO,[O]C1C=CC2(C)OOC1(C)C2O,"InChI=1S/C8H11O4/c1-7-4-3-5(9)8(2,6(7)10)12-11-7/h3-6,10H,1-2H3"
275,HO3C6O,[O]CCCC(O)CC,"InChI=1S/C6H13O2/c1-2-6(8)4-3-5-7/h6,8H,2-5H2,1H3"
276,M33C4O2,[O]OCC(C)(C)CC,"InChI=1S/C6H13O2/c1-4-6(2,3)5-8-7/h4-5H2,1-3H3"
277,MPRBNO3O2,[O]OCC(C)(C)ON(=O)=O,"InChI=1S/C4H8NO5/c1-4(2,3-9-8)10-5(6)7/h3H2,1-2H3"
278,C84O2,CCC(=O)CC(O[O])C(=O)CC,"InChI=1S/C8H13O4/c1-3-6(9)5-8(12-11)7(10)4-2/h8H,3-5H2,1-2H3"
279,NC41OOA,OC(C(=[O+][O-])C)CON(=O)=O,"InChI=1S/C4H7NO6/c1-3(11-9)4(6)2-10-5(7)8/h4,6H,2H2,1H3"
280,PECO,CCC([O])CC,"InChI=1S/C5H11O/c1-3-5(6)4-2/h5H,3-4H2,1-2H3"
281,DMKOHO,CC(=O)C([O])C(O)C(=O)C,"InChI=1S/C6H9O4/c1-3(7)5(9)6(10)4(2)8/h5-6,9H,1-2H3"
282,EOX2ETCHO,CCOCC=O,"InChI=1S/C4H8O2/c1-2-6-4-3-5/h3H,2,4H2,1H3"
283,C617CO2H,O=CC(C)(C)C(=O)CC(=O)O,"InChI=1S/C7H10O4/c1-7(2,4-8)5(9)3-6(10)11/h4H,3H2,1-2H3,(H,10,11)"
284,CHCL2OOH,OOC(Cl)Cl,"InChI=1S/CH2Cl2O2/c2-1(3)5-4/h1,4H"
285,NDNCRESO2,[O]OC1(O)C(=CC2(OOC1(C)C2ON(=O)=O)N(=O)=O)N(=O)=O,"InChI=1S/C7H6N3O12/c1-5-4(19-10(16)17)6(9(14)15,22-21-5)2-3(8(12)13)7(5,11)20-18/h2,4,11H,1H3"
286,PXYLO,[O]Cc1ccc(C)cc1,"InChI=1S/C8H9O/c1-7-2-4-8(6-9)5-3-7/h2-5H,6H2,1H3"
287,METACETNO3,CC(=O)OCON(=O)=O,"InChI=1S/C3H5NO5/c1-3(5)8-2-9-4(6)7/h2H2,1H3"
288,PXYMUCO,O=CC1OC1(C)C(O)C([O])C(=O)C,"InChI=1S/C8H11O5/c1-4(10)6(11)7(12)8(2)5(3-9)13-8/h3,5-7,12H,1-2H3"
289,DNPXYOL,O=N(=O)c1cc(C)c(O)c(N(=O)=O)c1C,"InChI=1S/C8H8N2O5/c1-4-3-6(9(12)13)5(2)7(8(4)11)10(14)15/h3,11H,1-2H3"
290,TM124MUO2H,CC(=O)C=CC1(C)OC1(C)C(=O)O,"InChI=1S/C9H12O4/c1-6(10)4-5-8(2)9(3,13-8)7(11)12/h4-5H,1-3H3,(H,11,12)"
291,C5OCO3M,O=CC(=O)OC(C)C(=O)C,"InChI=1S/C6H8O4/c1-4(8)5(2)10-6(9)3-7/h3,5H,1-2H3"
292,PXY1OOH,OOc1cc(C)ccc1C,"InChI=1S/C8H10O2/c1-6-3-4-7(2)8(5-6)10-9/h3-5,9H,1-2H3"
293,CH3COCO3H,CC(=O)C(=O)OO,"InChI=1S/C3H4O4/c1-2(4)3(5)7-6/h6H,1H3"
294,C9DCCO,O=C1CC(=O)C2C(=O)C1C2(C)C,"InChI=1S/C9H10O3/c1-9(2)6-4(10)3-5(11)7(9)8(6)12/h6-7H,3H2,1-2H3"
295,C816O,CC(=O)CCC([O])C(=C)C,"InChI=1S/C8H13O2/c1-6(2)8(10)5-4-7(3)9/h8H,1,4-5H2,2-3H3"
296,C512O,[O]CCC(=O)CC=O,"InChI=1S/C5H7O3/c6-3-1-5(8)2-4-7/h3H,1-2,4H2"
297,C522CO3,[O]OC(=O)C(=C)CCC=O,"InChI=1S/C6H7O4/c1-5(3-2-4-7)6(8)10-9/h4H,1-3H2"
298,MIBKOHAOOH,OOC(C(=O)C)C(C)(C)O,"InChI=1S/C6H12O4/c1-4(7)5(10-9)6(2,3)8/h5,8-9H,1-3H3"
299,C510OH,O=CC(O)C(C)(O)CON(=O)=O,"InChI=1S/C5H9NO6/c1-5(9,4(8)2-7)3-12-6(10)11/h2,4,8-9H,3H2,1H3"
300,NEOPNO3,O=N(=O)OCC(C)(C)C,"InChI=1S/C5H11NO3/c1-5(2,3)4-9-6(7)8/h4H2,1-3H3"
301,EBFUOOH,CCC1OC(=O)C(OO)C1O,"InChI=1S/C6H10O5/c1-2-3-4(7)5(11-9)6(8)10-3/h3-5,7,9H,2H2,1H3"
302,C41CO3H,CC(C(=O)OO)C(=O)C,"InChI=1S/C5H8O4/c1-3(4(2)6)5(7)9-8/h3,8H,1-2H3"
303,OXYOLO2,[O]OC1(O)C=C(C)C2(C)OOC1C2O,"InChI=1S/C8H11O6/c1-4-3-8(10,13-11)6-5(9)7(4,2)14-12-6/h3,5-6,9-10H,1-2H3"
304,T123NCATO,O=N(=O)C1=C(O)C([O])(O)C2(C)OOC1(C)C2(C)O,"InChI=1S/C9H12NO8/c1-6-4(10(15)16)5(11)9(13,14)8(3,18-17-6)7(6,2)12/h11-13H,1-3H3"
305,C1310O,OCCC(=C)C(=O)CC(C)(C)C([O])CCC(=O)O,"InChI=1S/C13H21O5/c1-9(6-7-14)10(15)8-13(2,3)11(16)4-5-12(17)18/h11,14H,1,4-8H2,2-3H3,(H,17,18)"
306,CO1H63O,OCCCC([O])CC=O,"InChI=1S/C6H11O3/c7-4-1-2-6(9)3-5-8/h5-7H,1-4H2"
307,NCRESO,O=N(=O)OC1C2OOC1(C)C=CC2([O])O,"InChI=1S/C7H8NO7/c1-6-2-3-7(9,10)5(14-15-6)4(6)13-8(11)12/h2-5,9H,1H3"
308,CHCL3OOH,OOC(Cl)C(Cl)Cl,"InChI=1S/C2H3Cl3O2/c3-1(4)2(5)7-6/h1-2,6H"
309,BUTAL2NO3,CCC(C=O)ON(=O)=O,"InChI=1S/C4H7NO4/c1-2-4(3-6)9-5(7)8/h3-4H,2H2,1H3"
310,EOX2OLBNO3,OCCOC(C)ON(=O)=O,"InChI=1S/C4H9NO5/c1-4(9-3-2-6)10-5(7)8/h4,6H,2-3H2,1H3"
311,C6H5C2CO3H,OOC(=O)Cc1ccccc1,"InChI=1S/C8H8O3/c9-8(11-10)6-7-4-2-1-3-5-7/h1-5,10H,6H2"
312,HOC2H4CO3H,OCCC(=O)OO,"InChI=1S/C3H6O4/c4-2-1-3(5)7-6/h4,6H,1-2H2"
313,NC3OOA,[O-][O+]=C(C)CON(=O)=O,"InChI=1S/C3H5NO5/c1-3(9-7)2-8-4(5)6/h2H2,1H3"
314,BCLKET,O=CCCC(=O)C1CC(C)(C)C1CCC(=O)C,"InChI=1S/C14H22O3/c1-10(16)6-7-12-11(9-14(12,2)3)13(17)5-4-8-15/h8,11-12H,4-7,9H2,1-3H3"
315,C89CO2,O=CCC1CC(C(=O)[O])C1(C)C,"InChI=1S/C9H13O3/c1-9(2)6(3-4-10)5-7(9)8(11)12/h4,6-7H,3,5H2,1-2H3"
316,C89CO3,O=CCC1CC(C(=O)O[O])C1(C)C,"InChI=1S/C9H13O4/c1-9(2)6(3-4-10)5-7(9)8(11)13-12/h4,6-7H,3,5H2,1-2H3"
317,C1013O2,COC(=O)CCC1C(O[O])CC1(C)C,"InChI=1S/C10H17O4/c1-10(2)6-8(14-12)7(10)4-5-9(11)13-3/h7-8H,4-6H2,1-3H3"
318,C726CO3OH,CC(=O)C=CC(O)C(=O)C,"InChI=1S/C7H10O3/c1-5(8)3-4-7(10)6(2)9/h3-4,7,10H,1-2H3"
319,M33C3CO2H,CCC(C)(C)C(=O)O,"InChI=1S/C6H12O2/c1-4-6(2,3)5(7)8/h4H2,1-3H3,(H,7,8)"
320,CCLOHCH2O2,[O]OCC(O)Cl,"InChI=1S/C2H4ClO3/c3-2(4)1-6-5/h2,4H,1H2"
321,TMBO2,[O]OCc1cc(C)cc(C)c1,"InChI=1S/C9H11O2/c1-7-3-8(2)5-9(4-7)6-11-10/h3-5H,6H2,1-2H3"
322,DNPHENO,O=N(=O)C1=CC2(OOC(C2O)C1([O])O)N(=O)=O,"InChI=1S/C6H5N2O9/c9-3-4-6(10,11)2(7(12)13)1-5(3,8(14)15)17-16-4/h1,3-4,9-10H"
323,C6DCRBBOOH,CCC(=O)C=CC(=O)OO,"InChI=1S/C6H8O4/c1-2-5(7)3-4-6(8)10-9/h3-4,9H,2H2,1H3"
324,M2BUOL2OH,CCC(C)(O)CO,"InChI=1S/C5H12O2/c1-3-5(2,7)4-6/h6-7H,3-4H2,1-2H3"
325,C63O,OCC([O])CC(=O)CC,"InChI=1S/C6H11O3/c1-2-5(8)3-6(9)4-7/h6-7H,2-4H2,1H3"
326,C1210OOH,OOCCC1C(CC1(C)C)C(=O)CCC=O,"InChI=1S/C12H20O4/c1-12(2)8-9(10(12)5-7-16-15)11(14)4-3-6-13/h6,9-10,15H,3-5,7-8H2,1-2H3"
